date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:26	321239/321239	---M--	200	added ('OK')	image/jpeg	etag:%225684c79b-4e6d7%22	http://seiya.wanmei.com/resources/jpg/151231/10151451542343325.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151231/10151451542343325.jpg	(from http://seiya.wanmei.com/news/gamenews/20151231/179157.shtml)
15:00:53	321239/321239	---M--	200	added ('OK')	image/jpeg	etag:%2256839eb8-4e6d7%22	http://seiya.wanmei.com/resources/jpg/151230/10151451466342714.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151230/10151451466342714.jpg	(from http://seiya.wanmei.com/news/gamenews/20151230/179130.shtml)
15:01:06	304808/304808	---M--	200	added ('OK')	image/jpeg	etag:%2256839ebb-4a6a8%22	http://seiya.wanmei.com/resources/jpg/151230/10151451466343530.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151230/10151451466343530.jpg	(from http://seiya.wanmei.com/news/gamenews/20151230/179130.shtml)
15:01:06	337660/337660	---M--	200	added ('OK')	image/jpeg	etag:%2256839eba-526fc%22	http://seiya.wanmei.com/resources/jpg/151230/10151451466343148.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151230/10151451466343148.jpg	(from http://seiya.wanmei.com/news/gamenews/20151230/179130.shtml)
15:01:18	321239/321239	---M--	200	added ('OK')	image/jpeg	etag:%2256824527-4e6d7%22	http://seiya.wanmei.com/resources/jpg/151229/10151451377876401.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151229/10151451377876401.jpg	(from http://seiya.wanmei.com/news/gamenews/20151229/179094.shtml)
15:01:47	335955/335955	---M--	200	added ('OK')	image/jpeg	etag:%2256824528-52053%22	http://seiya.wanmei.com/resources/jpg/151229/10151451377876769.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151229/10151451377876769.jpg	(from http://seiya.wanmei.com/news/gamenews/20151229/179094.shtml)
15:01:56	311029/311029	---M--	200	added ('OK')	image/jpeg	etag:%2256824529-4bef5%22	http://seiya.wanmei.com/resources/jpg/151229/10151451377877154.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151229/10151451377877154.jpg	(from http://seiya.wanmei.com/news/gamenews/20151229/179094.shtml)
15:01:56	304808/304808	---M--	200	added ('OK')	image/jpeg	etag:%225682452a-4a6a8%22	http://seiya.wanmei.com/resources/jpg/151229/10151451377878321.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151229/10151451377878321.jpg	(from http://seiya.wanmei.com/news/gamenews/20151229/179094.shtml)
15:02:04	304808/304808	---M--	200	added ('OK')	image/jpeg	etag:%22567ca851-4a6a8%22	http://seiya.wanmei.com/resources/jpg/151225/10151451010050789.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151225/10151451010050789.jpg	(from http://seiya.wanmei.com/news/gamenews/20151225/179031.shtml)
15:02:19	242995/242995	---M--	200	added ('OK')	image/jpeg	etag:%22567ca851-3b533%22	http://seiya.wanmei.com/resources/jpg/151225/10151451010051226.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151225/10151451010051226.jpg	(from http://seiya.wanmei.com/news/gamenews/20151225/179031.shtml)
15:02:29	256146/256146	---M--	200	added ('OK')	image/jpeg	etag:%22567ca851-3e892%22	http://seiya.wanmei.com/resources/jpg/151225/10151451010052017.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151225/10151451010052017.jpg	(from http://seiya.wanmei.com/news/gamenews/20151225/179031.shtml)
15:02:50	366086/366086	---M--	200	added ('OK')	image/jpeg	etag:%22567ca852-59606%22	http://seiya.wanmei.com/resources/jpg/151225/10151451010052395.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151225/10151451010052395.jpg	(from http://seiya.wanmei.com/news/gamenews/20151225/179031.shtml)
15:03:00	321239/321239	---M--	200	added ('OK')	image/jpeg	etag:%22567b5a8f-4e6d7%22	http://seiya.wanmei.com/resources/jpg/151224/10151450924615273.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151224/10151450924615273.jpg	(from http://seiya.wanmei.com/news/gamenews/20151224/179003.shtml)
15:03:17	383640/383640	---M--	200	added ('OK')	image/jpeg	etag:%22567b5a96-5da98%22	http://seiya.wanmei.com/resources/jpg/151224/10151450924617503.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151224/10151450924617503.jpg	(from http://seiya.wanmei.com/news/gamenews/20151224/179003.shtml)
15:03:32	335955/335955	---M--	200	added ('OK')	image/jpeg	etag:%22567b5a96-52053%22	http://seiya.wanmei.com/resources/jpg/151224/10151450924618233.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151224/10151450924618233.jpg	(from http://seiya.wanmei.com/news/gamenews/20151224/179003.shtml)
15:03:42	337660/337660	---M--	200	added ('OK')	image/jpeg	etag:%22567b5a96-526fc%22	http://seiya.wanmei.com/resources/jpg/151224/10151450924618832.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151224/10151450924618832.jpg	(from http://seiya.wanmei.com/news/gamenews/20151224/179003.shtml)
15:04:03	363243/363243	---M--	200	added ('OK')	image/jpeg	etag:%22567a091f-58aeb%22	http://seiya.wanmei.com/resources/jpg/151223/10151450838231392.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151223/10151450838231392.jpg	(from http://seiya.wanmei.com/news/gamenews/20151223/178956.shtml)
15:04:05	19389/19389	---MCZ	200	added ('OK')	text/html	date:Sat,%2021%20Jun%202025%2018:04:06%20GMT	http://seiya.wanmei.com/news/gamenews/20151222/178917.shtml	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/news/gamenews/20151222/178917.html	(from http://seiya.wanmei.com/news/gamenews/index7.htm)
15:04:15	311029/311029	---M--	200	added ('OK')	image/jpeg	etag:%22567a091f-4bef5%22	http://seiya.wanmei.com/resources/jpg/151223/10151450838231955.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151223/10151450838231955.jpg	(from http://seiya.wanmei.com/news/gamenews/20151223/178956.shtml)
15:05:00	337660/337660	---M--	200	added ('OK')	image/jpeg	etag:%2256775f6c-526fc%22	http://seiya.wanmei.com/resources/jpg/151221/10151450663720339.jpg	E:/Site-Chaos/SSO-Chaos/seiya.wanmei.com/resources/jpg/151221/10151450663720339.jpg	(from http://seiya.wanmei.com/news/gamenews/20151221/178879.shtml)
